	gender
9559	0
9560	0
9561	0
9562	0
9563	0
9564	0
9565	0
9566	1
9567	0
9568	1
9569	0
9570	1
9571	1
9572	0
9573	0
9574	0
9575	0
9576	1
9577	0
9578	0
9579	0
9580	1
9581	0
9582	0
9583	0
9584	0
9585	0
9586	1
9587	0
9588	1
9589	0
9590	0
9591	0
9592	1
9593	1
9594	1
9595	0
9596	0
9597	0
9598	0
9599	0
9600	0
9601	0
9602	0
9603	1
9604	0
9605	1
9606	1
9607	0
9608	0
9609	1
9610	1
9611	1
9612	1
9613	0
9614	0
9615	0
9616	0
9617	1
9618	0
9619	0
9620	1
9621	1
9622	1
9623	1
9624	0
9625	0
9626	1
9627	0
9628	0
9629	0
9630	0
9631	0
9632	1
9633	0
9634	1
9635	0
9636	0
9637	1
9638	1
9639	0
9640	1
9641	0
9642	1
9643	1
9644	1
9645	1
9646	0
9647	1
9648	0
9649	1
9650	1
9651	0
9652	1
9653	1
9654	0
9655	0
9656	1
9657	1
9658	1
9659	0
9660	0
9661	0
9662	0
9663	1
9664	1
9665	1
9666	0
9667	0
9668	1
9669	0
9670	1
9671	1
9672	1
9673	1
9674	1
9675	1
9676	1
9677	1
9678	0
9679	0
9680	1
9681	1
9682	0
9683	0
9684	1
9685	0
9686	0
9687	0
9688	0
9689	0
9690	0
9691	0
9692	1
9693	0
9694	1
9695	0
9696	0
9697	0
9698	0
9699	1
9700	0
9701	0
9702	1
9703	1
9704	0
9705	0
9706	0
9707	0
9708	0
9709	0
9710	0
9711	1
9712	0
9713	0
9714	0
9715	0
9716	0
9717	1
9718	1
9719	1
9720	1
9721	1
9722	1
9723	0
9724	1
9725	0
9726	1
9727	0
9728	0
9729	1
9730	1
9731	0
9732	1
9733	1
9734	0
9735	1
9736	1
9737	1
9738	1
9739	0
9740	0
9741	0
9742	0
9743	0
9744	0
9745	0
9746	0
9747	0
9748	0
9749	1
9750	0
9751	1
9752	0
9753	0
9754	0
9755	0
9756	0
9757	0
9758	0
9759	1
9760	0
9761	1
9762	0
9763	0
9764	0
9765	0
9766	0
9767	1
9768	0
9769	0
9770	0
9771	1
9772	1
9773	1
9774	1
9775	1
9776	0
9777	1
9778	1
9779	1
9780	0
9781	0
9782	0
9783	0
9784	0
9785	0
9786	0
9787	1
9788	0
9789	0
9790	0
9791	1
9792	0
9793	0
9794	0
9795	0
9796	0
9797	1
9798	1
9799	0
9800	0
9801	1
9802	0
9803	1
9804	1
9805	0
9806	0
9807	1
9808	0
9809	0
9810	0
9811	1
9812	1
9813	1
9814	0
9815	0
9816	0
9817	0
9818	1
9819	0
9820	1
9821	0
9822	1
9823	1
9824	1
9825	0
9826	0
9827	0
9828	0
9829	1
9830	1
9831	0
9832	1
9833	0
9834	1
9835	0
9836	0
9837	0
9838	0
9839	0
9840	0
9841	1
9842	0
9843	1
9844	1
9845	0
9846	0
9847	0
9848	1
9849	0
9850	1
9851	0
9852	0
9853	1
9854	0
9855	0
9856	1
9857	0
9858	1
9859	0
9860	1
9861	0
9862	1
9863	0
9864	1
9865	0
9866	0
9867	1
9868	1
9869	0
9870	0
9871	0
9872	1
9873	0
9874	0
9875	0
9876	1
9877	0
9878	0
9879	1
9880	0
9881	1
9882	1
9883	1
9884	1
9885	1
9886	0
9887	1
9888	0
9889	1
9890	1
9891	0
9892	1
9893	0
9894	0
9895	0
9896	0
9897	0
9898	0
9899	1
9900	0
9901	0
9902	0
9903	0
9904	0
9905	1
9906	0
9907	1
9908	1
9909	0
9910	0
9911	0
9912	0
9913	0
9914	0
9915	0
9916	1
9917	0
9918	0
9919	0
9920	1
9921	0
9922	1
9923	1
9924	0
9925	1
9926	0
9927	0
9928	1
9929	1
9930	0
9931	0
9932	0
9933	1
9934	1
9935	0
9936	1
9937	1
9938	0
9939	1
9940	0
9941	1
9942	1
9943	0
9944	1
9945	1
9946	0
9947	1
9948	0
9949	0
9950	1
9951	0
9952	0
9953	1
9954	1
9955	0
9956	1
9957	0
9958	1
9959	0
9960	0
9961	1
9962	1
9963	1
9964	0
9965	0
9966	0
9967	0
9968	0
9969	1
9970	1
9971	1
9972	0
9973	0
9974	0
9975	0
9976	0
9977	1
9978	1
9979	0
9980	1
9981	1
9982	1
9983	0
9984	0
9985	1
9986	0
9987	0
9988	0
9989	1
9990	1
9991	0
9992	1
9993	0
9994	0
9995	1
9996	0
9997	0
9998	0
9999	0
10000	0
10001	1
10002	0
10003	1
10004	0
10005	0
10006	1
10007	0
10008	0
10009	0
10010	0
10011	0
10012	0
10013	1
10014	1
10015	0
10016	1
10017	0
10018	1
10019	1
10020	0
10021	1
10022	1
10023	0
10024	0
10025	0
10026	0
10027	1
10028	0
10029	0
10030	0
10031	1
10032	0
10033	0
10034	0
10035	1
10036	0
10037	0
10038	1
10039	0
10040	0
10041	1
10042	1
10043	0
10044	0
10045	0
10046	1
10047	0
10048	0
10049	0
10050	0
10051	0
10052	1
10053	1
10054	0
10055	0
10056	1
10057	1
10058	0
10059	0
10060	1
10061	0
10062	0
10063	1
10064	1
10065	0
10066	1
10067	1
10068	0
10069	1
10070	1
10071	0
10072	0
10073	1
10074	1
10075	0
10076	1
10077	0
10078	1
10079	0
10080	0
10081	1
10082	1
10083	0
10084	0
10085	1
10086	0
10087	1
10088	0
10089	1
10090	0
10091	1
10092	0
10093	0
10094	0
10095	0
10096	1
10097	0
10098	1
10099	0
10100	1
10101	1
10102	0
10103	0
10104	0
10105	0
10106	0
10107	1
10108	0
10109	0
10110	1
10111	0
10112	1
10113	1
10114	0
10115	1
10116	1
10117	0
10118	0
10119	1
10120	1
10121	0
10122	0
10123	0
10124	1
10125	0
10126	1
10127	0
10128	0
10129	0
10130	1
10131	0
10132	0
10133	0
10134	1
10135	0
10136	1
10137	0
10138	0
10139	1
10140	1
10141	0
10142	1
10143	0
10144	1
10145	1
10146	1
10147	0
10148	0
10149	0
10150	1
10151	0
10152	0
10153	0
10154	0
10155	0
10156	1
10157	1
10158	1
10159	0
10160	0
10161	0
10162	0
10163	0
10164	0
10165	0
10166	1
10167	0
10168	1
10169	0
10170	0
10171	1
10172	0
10173	0
10174	0
10175	0
10176	0
10177	1
10178	0
10179	1
10180	1
10181	1
10182	0
10183	0
10184	0
10185	0
10186	0
10187	1
10188	1
10189	1
10190	1
10191	1
10192	0
10193	0
10194	0
10195	1
10196	0
10197	0
10198	0
10199	1
10200	0
10201	1
10202	0
10203	0
10204	0
10205	0
10206	1
10207	1
10208	0
10209	1
10210	0
10211	0
10212	0
10213	0
10214	0
10215	1
10216	0
10217	0
10218	1
10219	0
10220	1
10221	0
10222	1
10223	1
10224	0
10225	1
10226	0
10227	0
10228	1
10229	0
10230	1
10231	1
10232	1
10233	1
10234	0
10235	1
10236	1
10237	0
10238	1
10239	1
10240	0
10241	1
10242	0
10243	0
10244	0
10245	0
10246	1
10247	0
10248	1
10249	1
10250	1
10251	1
10252	0
10253	0
10254	0
10255	0
10256	1
10257	1
10258	0
10259	1
10260	1
10261	0
10262	1
10263	0
10264	0
10265	1
10266	0
10267	0
10268	1
10269	0
10270	1
10271	0
10272	0
10273	0
10274	1
10275	1
10276	0
10277	0
10278	1
10279	0
10280	0
10281	1
10282	0
10283	0
10284	0
10285	0
10286	0
10287	0
10288	0
10289	1
10290	0
10291	1
10292	0
10293	0
10294	0
10295	1
10296	0
10297	0
10298	0
10299	0
10300	0
10301	1
10302	1
10303	0
10304	0
10305	1
10306	0
10307	1
10308	1
10309	1
10310	1
10311	0
10312	1
10313	1
10314	1
10315	0
10316	0
10317	1
10318	0
10319	0
10320	0
10321	1
10322	0
10323	0
10324	0
10325	1
10326	1
10327	1
10328	1
10329	1
10330	0
10331	1
10332	0
10333	0
10334	0
10335	0
10336	0
10337	1
10338	0
10339	0
10340	0
10341	0
10342	1
10343	0
10344	0
10345	1
10346	0
10347	0
10348	0
10349	1
10350	0
10351	1
10352	1
10353	0
10354	1
10355	0
10356	0
10357	1
10358	0
10359	1
10360	0
10361	1
10362	0
10363	1
10364	1
10365	0
10366	0
10367	1
10368	1
10369	0
10370	0
10371	1
10372	0
10373	0
10374	1
10375	1
10376	0
10377	0
10378	1
10379	0
10380	1
10381	0
10382	0
10383	1
10384	1
10385	0
10386	0
10387	0
10388	1
10389	0
10390	0
10391	0
10392	1
10393	0
10394	0
10395	0
10396	0
10397	1
10398	0
10399	0
10400	0
10401	1
10402	1
10403	1
10404	1
10405	0
10406	1
10407	0
10408	1
10409	1
10410	0
10411	1
10412	0
10413	0
10414	1
10415	1
10416	1
10417	0
10418	1
10419	1
10420	0
10421	1
10422	0
10423	0
10424	0
10425	0
10426	0
10427	0
10428	0
10429	1
10430	1
10431	1
10432	0
10433	1
10434	0
10435	1
10436	0
10437	0
10438	0
10439	1
10440	0
10441	1
10442	0
10443	0
10444	1
10445	0
10446	0
10447	0
10448	0
10449	0
10450	0
10451	1
10452	0
10453	0
10454	0
10455	1
10456	0
10457	1
10458	0
10459	1
10460	0
10461	1
10462	1
10463	0
10464	1
10465	1
10466	0
10467	0
10468	0
10469	0
10470	1
10471	1
10472	0
10473	1
10474	1
10475	0
10476	0
10477	0
10478	0
10479	0
10480	0
10481	0
10482	0
10483	1
10484	0
10485	1
10486	1
10487	0
10488	0
10489	1
10490	1
10491	1
10492	0
10493	1
10494	1
10495	1
10496	1
10497	1
10498	1
10499	1
10500	1
10501	0
10502	0
10503	1
10504	0
10505	0
10506	0
10507	0
10508	0
10509	1
10510	0
10511	1
10512	0
10513	0
10514	1
10515	1
10516	0
10517	0
10518	1
10519	0
10520	0
10521	0
10522	0
10523	0
10524	1
10525	1
10526	0
10527	0
10528	0
10529	1
10530	0
10531	1
10532	0
10533	1
10534	1
10535	1
10536	0
10537	0
10538	1
10539	0
10540	0
10541	0
10542	0
10543	1
10544	0
10545	0
10546	0
10547	0
10548	0
10549	1
10550	0
10551	0
10552	0
10553	1
10554	0
10555	0
10556	1
10557	0
10558	1
10559	0
10560	0
10561	1
10562	1
10563	0
10564	1
10565	0
10566	1
10567	0
10568	0
10569	1
10570	0
10571	1
10572	1
10573	1
10574	0
10575	1
10576	1
10577	1
10578	0
10579	0
10580	1
10581	0
10582	0
10583	0
10584	1
10585	1
10586	1
10587	0
10588	0
10589	0
10590	1
10591	0
10592	0
10593	1
10594	0
10595	1
10596	0
10597	0
10598	1
10599	1
10600	0
10601	0
10602	0
10603	1
10604	0
10605	0
10606	0
10607	0
10608	0
10609	1
10610	1
10611	0
10612	1
10613	0
10614	0
10615	1
10616	0
10617	1
10618	0
10619	1
10620	0
10621	0
10622	1
10623	1
10624	0
10625	0
10626	0
10627	0
10628	1
10629	0
10630	0
10631	0
10632	1
10633	0
10634	0
10635	0
10636	0
10637	0
10638	1
10639	0
10640	1
10641	1
10642	0
10643	1
10644	1
10645	1
10646	1
10647	0
10648	0
10649	1
10650	0
10651	0
10652	0
10653	0
10654	0
10655	0
10656	0
10657	0
10658	1
10659	0
10660	1
10661	1
10662	1
10663	1
10664	1
10665	0
10666	0
10667	1
10668	1
10669	0
10670	0
10671	0
10672	0
10673	0
10674	0
10675	0
10676	0
10677	1
10678	1
10679	0
10680	1
10681	0
10682	0
10683	0
10684	0
10685	1
10686	0
10687	1
10688	1
10689	0
10690	0
10691	1
10692	0
10693	1
10694	1
10695	1
10696	0
10697	1
10698	0
10699	1
10700	1
10701	0
10702	0
10703	1
10704	1
10705	1
10706	0
10707	0
10708	0
10709	1
10710	1
10711	1
10712	0
10713	0
10714	1
10715	0
10716	0
10717	0
10718	0
10719	0
10720	0
10721	0
10722	1
10723	0
10724	1
10725	0
10726	1
10727	0
10728	1
10729	1
10730	1
10731	1
10732	0
10733	1
10734	0
10735	1
10736	1
10737	0
10738	0
10739	0
10740	1
10741	1
10742	0
10743	0
10744	1
10745	0
10746	0
10747	1
10748	0
10749	0
10750	1
10751	0
10752	1
10753	0
10754	1
10755	1
10756	0
10757	0
10758	1
10759	0
10760	0
10761	1
10762	0
10763	0
10764	1
10765	0
10766	0
10767	0
10768	1
10769	1
10770	0
10771	1
10772	0
10773	0
10774	0
10775	0
10776	0
10777	0
10778	1
10779	0
10780	1
10781	0
10782	0
10783	0
10784	0
10785	0
10786	1
10787	0
10788	0
10789	0
10790	0
10791	0
10792	0
10793	0
10794	1
10795	1
10796	0
10797	1
10798	0
10799	1
10800	0
10801	1
10802	0
10803	1
10804	1
10805	0
10806	0
10807	0
10808	0
10809	0
10810	1
10811	0
10812	0
10813	0
10814	1
10815	0
10816	0
10817	1
10818	0
10819	1
10820	0
10821	0
10822	0
10823	0
10824	0
10825	1
10826	1
10827	0
10828	1
10829	1
10830	0
10831	0
10832	0
10833	0
10834	1
10835	0
10836	0
10837	0
10838	0
10839	1
10840	0
10841	0
10842	0
10843	0
10844	1
10845	0
10846	0
10847	0
10848	0
10849	0
10850	0
10851	1
10852	1
10853	1
10854	1
10855	1
10856	0
10857	1
10858	1
10859	1
10860	1
10861	0
10862	1
10863	0
10864	0
10865	0
10866	0
10867	0
10868	0
10869	0
10870	0
10871	0
10872	1
10873	0
10874	0
10875	0
10876	0
10877	0
10878	0
10879	0
10880	1
10881	0
10882	1
10883	0
10884	1
10885	1
10886	0
10887	0
10888	0
10889	1
10890	1
10891	0
10892	0
10893	0
10894	0
10895	1
10896	1
10897	1
10898	0
10899	0
10900	0
10901	1
10902	0
10903	0
10904	1
10905	0
10906	0
10907	0
10908	1
10909	1
10910	0
10911	1
10912	0
10913	1
10914	0
10915	0
10916	1
10917	0
10918	0
10919	0
10920	0
10921	0
10922	0
10923	0
10924	1
10925	0
10926	1
10927	0
10928	0
10929	0
10930	1
10931	1
10932	0
10933	1
10934	1
10935	0
10936	1
10937	1
10938	0
10939	1
10940	0
10941	0
10942	0
10943	0
10944	0
10945	1
10946	1
10947	0
10948	1
10949	0
10950	0
10951	0
10952	0
10953	0
10954	1
10955	0
10956	0
10957	1
10958	0
10959	1
10960	1
10961	1
10962	1
10963	1
10964	1
10965	0
10966	0
10967	1
10968	0
10969	1
10970	0
10971	0
10972	0
10973	0
10974	1
10975	1
10976	1
10977	0
10978	0
10979	1
10980	1
10981	1
10982	0
10983	1
10984	0
10985	0
10986	0
10987	0
10988	0
10989	0
10990	0
10991	0
10992	1
10993	0
10994	0
10995	0
10996	0
10997	0
10998	0
10999	1
11000	1
11001	0
11002	0
11003	0
11004	0
11005	1
11006	0
11007	0
11008	1
11009	0
11010	1
11011	1
11012	0
11013	1
11014	0
11015	1
11016	0
11017	0
11018	1
11019	0
11020	0
11021	0
11022	0
11023	0
11024	0
11025	0
11026	0
11027	0
11028	0
11029	1
11030	1
11031	1
11032	1
11033	1
11034	0
11035	0
11036	1
11037	1
11038	0
11039	0
11040	0
11041	1
11042	0
11043	1
11044	0
11045	1
11046	0
11047	1
11048	1
11049	1
11050	0
11051	0
11052	1
11053	0
11054	0
11055	0
11056	0
11057	1
11058	0
11059	1
11060	0
11061	1
11062	1
11063	0
11064	1
11065	0
11066	0
11067	0
11068	0
11069	0
11070	0
11071	1
11072	0
11073	0
11074	0
11075	0
11076	0
11077	0
11078	0
11079	0
11080	0
11081	0
11082	1
11083	1
11084	0
11085	0
11086	1
11087	0
11088	0
11089	0
11090	0
11091	1
11092	0
11093	1
11094	0
11095	0
11096	1
11097	1
11098	1
11099	0
11100	1
11101	1
11102	0
11103	0
11104	0
11105	1
11106	0
11107	0
11108	0
11109	0
11110	0
11111	1
11112	0
11113	0
11114	0
11115	1
11116	0
11117	0
11118	1
11119	0
11120	0
11121	0
11122	0
11123	1
11124	0
11125	0
11126	1
11127	0
11128	0
11129	1
11130	0
11131	1
11132	0
11133	0
11134	0
11135	0
11136	0
11137	1
11138	0
11139	0
11140	1
11141	0
11142	1
11143	0
11144	1
11145	1
11146	0
11147	1
11148	0
11149	0
11150	0
11151	1
11152	0
11153	0
11154	1
11155	0
11156	1
11157	1
11158	0
11159	0
11160	0
11161	0
11162	1
11163	0
11164	0
11165	0
11166	0
11167	1
11168	0
11169	0
11170	1
11171	0
11172	0
11173	0
11174	0
11175	1
11176	0
11177	0
11178	0
11179	1
11180	1
11181	0
11182	0
11183	0
11184	0
11185	1
11186	0
11187	0
11188	0
11189	1
11190	0
11191	0
11192	1
11193	0
11194	0
11195	0
11196	0
11197	1
11198	0
11199	1
11200	0
11201	0
11202	0
11203	0
11204	1
11205	0
11206	0
11207	0
11208	1
11209	0
11210	0
11211	1
11212	0
11213	0
11214	1
11215	0
11216	0
11217	1
11218	0
11219	1
11220	0
11221	1
11222	0
11223	0
11224	0
11225	1
11226	0
11227	0
11228	0
11229	1
11230	1
11231	1
11232	1
11233	0
11234	0
11235	1
11236	0
11237	1
11238	0
11239	0
11240	1
11241	1
11242	0
11243	1
11244	0
11245	1
11246	0
11247	1
11248	0
11249	0
11250	0
11251	1
11252	0
11253	0
11254	0
11255	1
11256	0
11257	0
11258	1
11259	0
11260	0
11261	0
11262	0
11263	0
11264	0
11265	0
11266	0
11267	0
11268	1
11269	0
11270	1
11271	1
11272	1
11273	1
11274	0
11275	0
11276	0
11277	0
11278	1
11279	1
11280	0
11281	0
11282	1
11283	0
11284	1
11285	0
11286	0
11287	1
11288	1
11289	1
11290	0
11291	0
11292	0
11293	0
11294	0
11295	0
11296	0
11297	1
11298	1
11299	1
11300	0
11301	0
11302	0
11303	0
11304	0
11305	0
11306	0
11307	0
11308	1
11309	0
11310	0
11311	0
11312	1
11313	1
11314	1
11315	0
11316	0
11317	0
11318	0
11319	0
11320	0
11321	0
11322	0
11323	0
11324	0
11325	0
11326	0
11327	0
11328	1
11329	0
11330	0
11331	0
11332	0
11333	0
11334	0
11335	1
11336	0
11337	1
11338	1
11339	0
11340	0
11341	0
11342	0
11343	0
11344	0
11345	1
11346	0
11347	1
11348	1
11349	0
11350	0
11351	0
11352	0
11353	0
11354	1
11355	0
11356	0
11357	0
11358	0
11359	0
11360	0
11361	0
11362	0
11363	0
11364	1
11365	0
11366	0
11367	0
11368	0
11369	1
11370	1
11371	0
11372	0
11373	0
11374	0
11375	1
11376	1
11377	0
11378	1
11379	0
11380	0
11381	0
11382	1
11383	0
11384	0
11385	0
11386	0
11387	0
11388	1
11389	0
11390	0
11391	0
11392	0
11393	0
11394	1
11395	0
11396	0
11397	0
11398	1
11399	0
11400	1
11401	1
11402	0
11403	0
11404	0
11405	0
11406	1
11407	0
11408	0
11409	0
11410	1
11411	1
11412	0
11413	0
11414	0
11415	1
11416	1
11417	1
11418	0
11419	0
11420	1
11421	1
11422	0
11423	1
11424	0
11425	1
11426	0
11427	0
11428	1
11429	0
11430	0
11431	0
11432	0
11433	1
11434	0
11435	0
11436	0
11437	0
11438	1
11439	0
11440	0
11441	1
11442	0
11443	1
11444	1
11445	0
11446	0
11447	0
11448	0
11449	1
11450	1
11451	0
11452	0
11453	0
11454	1
11455	0
11456	1
11457	0
11458	0
11459	1
11460	1
11461	1
11462	0
11463	0
11464	0
11465	0
11466	0
11467	0
11468	0
11469	0
11470	0
11471	1
11472	1
11473	1
11474	1
11475	1
11476	1
11477	1
11478	0
11479	1
11480	0
11481	1
11482	0
11483	0
11484	1
11485	0
11486	1
11487	0
11488	0
11489	1
11490	1
11491	0
11492	1
11493	1
11494	0
11495	1
11496	0
11497	1
11498	0
11499	0
11500	1
11501	0
11502	0
11503	0
11504	0
11505	1
11506	0
11507	0
11508	1
11509	1
11510	1
11511	0
11512	0
11513	1
11514	1
11515	1
11516	1
11517	0
11518	1
11519	0
11520	1
11521	1
11522	0
11523	1
11524	0
11525	0
11526	1
11527	1
11528	0
11529	0
11530	0
11531	0
11532	1
11533	1
11534	1
11535	0
11536	0
11537	1
11538	1
11539	0
11540	1
11541	0
11542	0
11543	0
11544	1
11545	0
11546	0
11547	1
11548	0
11549	0
11550	0
11551	1
11552	0
11553	1
11554	0
11555	1
11556	0
11557	0
11558	1
11559	1
11560	0
11561	0
11562	0
11563	1
11564	0
11565	0
11566	0
11567	1
11568	1
11569	0
11570	0
11571	0
11572	0
11573	1
11574	0
11575	0
11576	1
11577	0
11578	0
11579	0
11580	0
11581	0
11582	0
11583	0
11584	0
11585	1
11586	0
11587	1
11588	1
11589	1
11590	0
11591	0
11592	0
11593	0
11594	0
11595	0
11596	0
11597	0
11598	0
11599	0
11600	0
11601	1
11602	0
11603	0
11604	0
11605	1
11606	0
11607	0
11608	0
11609	1
11610	1
11611	0
11612	1
11613	0
11614	0
11615	0
11616	0
11617	0
11618	1
11619	0
11620	0
11621	1
11622	0
11623	0
11624	0
11625	1
11626	1
11627	1
11628	1
11629	1
11630	0
11631	1
11632	0
11633	1
11634	1
11635	1
11636	0
11637	1
11638	1
11639	0
11640	1
11641	1
11642	0
11643	1
11644	0
11645	1
11646	0
11647	0
11648	1
11649	0
11650	0
11651	1
11652	0
11653	1
11654	0
11655	0
11656	1
11657	0
11658	0
11659	1
11660	0
11661	1
11662	1
11663	0
11664	0
11665	1
11666	0
11667	0
11668	0
11669	0
11670	1
11671	0
11672	0
11673	1
11674	0
11675	1
11676	1
11677	0
11678	0
11679	0
11680	0
11681	0
11682	0
11683	1
11684	0
11685	1
11686	0
11687	0
11688	1
11689	0
11690	1
11691	0
11692	0
11693	0
11694	0
11695	1
11696	0
11697	0
11698	0
11699	0
11700	0
11701	0
11702	0
11703	0
11704	0
11705	1
11706	0
11707	0
11708	0
11709	1
11710	0
11711	0
11712	1
11713	0
11714	0
11715	0
11716	0
11717	0
11718	0
11719	0
11720	1
11721	0
11722	1
11723	0
11724	1
11725	1
11726	0
11727	0
11728	1
11729	1
11730	0
11731	0
11732	1
11733	1
11734	0
11735	0
11736	1
11737	0
11738	1
11739	1
11740	0
11741	1
11742	0
11743	0
11744	0
11745	0
11746	0
11747	0
11748	0
11749	0
11750	1
11751	1
11752	0
11753	1
11754	0
11755	1
11756	0
11757	0
11758	1
11759	0
11760	1
11761	1
11762	0
11763	0
11764	1
11765	1
11766	0
11767	0
11768	0
11769	0
11770	0
11771	1
11772	1
11773	0
11774	0
11775	0
11776	0
11777	0
11778	1
11779	0
11780	0
11781	1
11782	0
11783	0
11784	1
11785	0
11786	0
11787	0
11788	1
11789	0
11790	1
11791	1
11792	1
11793	0
11794	1
11795	0
11796	1
11797	1
11798	0
11799	0
11800	0
11801	0
11802	0
11803	1
11804	0
11805	0
11806	1
11807	0
11808	1
11809	1
11810	0
11811	0
11812	0
11813	1
11814	1
11815	0
11816	1
11817	0
11818	0
11819	1
11820	0
11821	0
11822	0
11823	0
11824	0
11825	0
11826	1
11827	0
11828	1
11829	0
11830	1
11831	1
11832	1
11833	1
11834	0
11835	0
11836	0
11837	0
11838	0
11839	0
11840	0
11841	0
11842	1
11843	1
11844	0
11845	0
11846	0
11847	0
11848	1
11849	0
11850	0
11851	0
11852	1
11853	1
11854	1
11855	0
11856	0
11857	0
11858	0
11859	0
11860	1
11861	1
11862	1
11863	0
11864	0
11865	0
11866	0
11867	0
11868	0
11869	0
11870	1
11871	1
11872	1
11873	0
11874	1
11875	0
11876	1
11877	1
11878	0
11879	0
11880	0
11881	1
11882	1
11883	1
11884	0
11885	1
11886	1
11887	0
11888	0
11889	1
11890	1
11891	1
11892	0
11893	0
11894	1
11895	0
11896	1
11897	1
11898	0
11899	0
11900	1
11901	0
11902	0
11903	0
11904	0
11905	1
11906	1
11907	0
11908	1
11909	0
11910	0
11911	0
11912	0
11913	0
11914	0
11915	0
11916	0
11917	0
11918	1
11919	0
11920	0
11921	0
11922	0
11923	1
11924	1
11925	1
11926	1
11927	1
11928	0
11929	1
11930	0
11931	0
11932	0
11933	1
11934	0
11935	0
11936	0
11937	1
11938	1
11939	0
11940	0
11941	0
11942	0
11943	1
11944	1
11945	1
11946	0
11947	0
11948	1
11949	0
11950	1
11951	0
11952	0
11953	1
11954	0
11955	1
11956	0
11957	0
11958	1
11959	1
11960	0
11961	0
11962	1
11963	1
11964	1
11965	1
11966	0
11967	0
11968	0
11969	1
11970	0
11971	0
11972	1
11973	0
11974	1
11975	1
11976	0
11977	1
11978	0
11979	0
11980	0
11981	1
11982	0
11983	1
11984	0
11985	0
11986	0
11987	0
11988	0
11989	1
11990	1
11991	0
11992	1
11993	0
11994	0
11995	1
11996	0
11997	0
11998	0
11999	0
12000	0
12001	0
12002	1
12003	0
12004	1
12005	0
12006	1
12007	0
12008	0
12009	0
12010	0
12011	0
12012	0
12013	1
12014	1
12015	0
12016	0
12017	0
12018	0
12019	1
12020	0
12021	1
12022	1
12023	0
12024	0
12025	0
12026	0
12027	1
12028	1
12029	1
12030	0
12031	0
12032	1
12033	0
12034	1
12035	0
12036	0
12037	1
12038	0
12039	0
12040	0
12041	1
12042	0
12043	0
12044	0
12045	0
12046	1
12047	1
12048	0
12049	1
12050	0
12051	1
12052	1
12053	0
12054	0
12055	1
12056	0
12057	0
12058	0
12059	1
12060	1
12061	0
12062	0
12063	0
12064	0
12065	0
12066	0
12067	0
12068	0
12069	1
12070	0
12071	0
12072	1
12073	0
12074	1
12075	1
12076	0
12077	1
12078	1
12079	1
12080	1
12081	0
12082	1
12083	1
12084	0
12085	0
12086	1
12087	1
12088	1
12089	0
12090	1
12091	0
12092	0
12093	1
12094	0
12095	1
12096	0
12097	1
12098	0
12099	1
12100	1
12101	1
12102	1
12103	0
12104	0
12105	1
12106	1
12107	0
12108	0
12109	0
12110	0
12111	0
12112	1
12113	0
12114	1
12115	0
12116	0
12117	1
12118	1
12119	0
12120	0
12121	0
12122	0
12123	0
12124	0
12125	1
12126	1
12127	1
12128	0
12129	0
12130	0
12131	0
12132	0
12133	1
12134	0
12135	0
12136	0
12137	1
12138	0
12139	0
12140	0
12141	0
12142	1
12143	1
12144	1
12145	0
12146	1
12147	1
12148	1
12149	0
12150	0
12151	1
12152	1
12153	1
12154	0
12155	0
12156	0
12157	0
12158	0
12159	0
12160	0
12161	0
12162	0
12163	0
12164	0
12165	0
12166	0
12167	1
12168	0
12169	1
12170	1
12171	1
12172	0
12173	1
12174	1
12175	1
12176	1
12177	1
12178	1
12179	1
12180	1
12181	1
12182	0
12183	0
12184	0
12185	0
12186	0
12187	1
12188	0
12189	1
12190	1
12191	0
12192	0
12193	0
12194	1
12195	0
12196	1
12197	0
12198	1
12199	0
12200	1
12201	0
12202	1
12203	1
12204	1
12205	0
12206	0
12207	0
12208	0
12209	0
12210	0
12211	0
12212	1
12213	1
12214	1
12215	0
12216	0
12217	0
12218	1
12219	0
12220	0
12221	0
12222	0
12223	1
12224	0
12225	1
12226	1
12227	1
12228	1
12229	0
12230	0
12231	0
12232	1
12233	0
12234	0
12235	1
12236	1
12237	0
12238	1
12239	0
12240	0
12241	1
12242	1
12243	1
12244	0
12245	0
12246	1
12247	1
12248	1
12249	0
12250	0
12251	1
12252	1
12253	0
12254	0
12255	0
12256	1
12257	0
12258	0
12259	0
12260	0
12261	0
12262	1
12263	0
12264	1
12265	1
12266	0
12267	1
12268	0
12269	1
12270	1
12271	1
12272	1
12273	0
12274	0
12275	1
12276	0
12277	1
12278	0
12279	1
12280	1
12281	0
12282	1
12283	1
12284	0
12285	0
12286	0
12287	0
12288	0
12289	0
12290	0
12291	1
12292	1
12293	0
12294	0
12295	0
12296	1
12297	1
12298	0
12299	1
12300	1
12301	1
12302	1
12303	0
12304	0
12305	0
12306	0
12307	1
12308	1
12309	1
12310	0
12311	0
12312	1
12313	1
12314	0
12315	0
12316	0
12317	0
12318	1
12319	0
12320	1
12321	1
12322	1
12323	0
12324	1
12325	0
12326	0
12327	0
12328	1
12329	1
12330	0
12331	1
12332	0
12333	1
12334	0
12335	1
12336	0
12337	0
12338	0
12339	0
12340	1
12341	0
12342	0
12343	0
12344	0
12345	0
12346	0
12347	0
12348	0
12349	0
12350	0
12351	0
12352	1
12353	1
12354	0
12355	1
12356	0
12357	1
